Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
1.JPG,Gilt Head Bream,429.5537594565379,10.161911378723994,5592321.000001254,7.349146828343359,0.02380341667642373,0.1542835593199215,0.8843218486348849,586.0117955235862,12.873349246698515,5592321.000000422,7.5269896642025955,0.01790042027523192,0.13379245223566208,0.8425633757500225,438.16690433379506,10.576756153512296,5592321.000000397,7.397597405137804,0.023238234681718373,0.15244092193934794,0.8822946570673817,564.6074152148202,12.608624217248371,5592321.000000409,7.514301995439294,0.01853470443486612,0.13614222135276816,0.8483131936956607
10.JPG,Gilt Head Bream,766.3478925428484,13.190690134320992,5592321.000001316,7.346935362463814,0.04388228460039472,0.20948098863714273,0.803263615037926,1103.388694277394,17.31711513423013,5592321.000000238,7.554923707576191,0.033781226104514034,0.18379669775192925,0.7166808014573302,860.4165323330471,14.306079112158203,5592321.000000231,7.412892054598031,0.04118444030334148,0.2029394991206529,0.7790936810325306,1123.007424514862,17.55581561163119,5592321.000000239,7.5572784366420525,0.03323800354587589,0.18231292753361153,0.7116342082142266
100.JPG,Gilt Head Bream,387.5690597498854,9.089887293499855,5592321.000001043,7.735347773134338,0.016837301210167275,0.12975862672734817,0.9045609673352865,590.1976563953093,11.550623101246261,5592321.00000027,7.8619072437752795,0.013461360208260484,0.1160231020454999,0.854686223024983,458.19974889948935,9.28890507781013,5592321.000000225,7.6638247879966,0.016717618065403755,0.12929662820585755,0.8871647780000326,618.846193192381,11.811194122388384,5592321.000000283,7.854601936744962,0.01321919108358493,0.11497474106770117,0.8476288375992425
11.JPG,Gilt Head Bream,770.3092172302022,13.21148679944391,5527041.000001224,7.4574928389317785,0.03721844643611826,0.19292082945114625,0.7812523619943207,1114.663401326795,17.25553351106713,5527041.000000042,7.657605638373256,0.028439809855623333,0.16864106811694277,0.683626401013236,890.852486204961,14.508912517825022,5527041.00000003,7.527393414389133,0.03407327745509368,0.18458948359831792,0.7474268890490325,1075.8000341000513,17.042609585219093,5527041.000000021,7.65310975479689,0.028309770779592548,0.16825507653438737,0.6946502901753945
12.JPG,Gilt Head Bream,523.0769800833745,11.572209356182887,5527041.000001168,7.8395250738748015,0.01872201010838233,0.13682839657169973,0.8119197866954846,719.1244187488202,14.282674065348157,5527041.000000168,7.98411610316535,0.014535914704849039,0.12056498125429721,0.7416028638870793,579.1423832847529,12.275497550995063,5527041.000000155,7.87130165277809,0.017467294761606907,0.13216389356252678,0.7919723326024277,710.5241955483808,14.259114018227905,5527041.000000178,7.986546392755122,0.014642598744709764,0.1210066062027597,0.7446805232903561
13.JPG,Gilt Head Bream,439.14318357264455,10.393330245483638,5592321.000001166,7.796056157899108,0.01567650180283243,0.12520583773463773,0.8146300841566259,612.0994946989792,12.925057350114779,5592321.000000204,7.945628777810217,0.012292526910056804,0.11087166865370433,0.7415355673792032,485.775203050395,11.091310682621462,5592321.000000218,7.839750481082175,0.014839124631437633,0.12181594571909556,0.794773546384261,622.6833808667517,13.074539649079304,5592321.000000225,7.956221860288091,0.01235375799073084,0.11114746056807073,0.7370472616929816
14.JPG,Gilt Head Bream,523.505558128771,11.09289794657989,5592321.00000123,7.800047568724255,0.01867876102918855,0.13667026388058431,0.8039501984946787,685.868513237019,13.315844131688479,5592321.000000282,7.922781799386664,0.015505308953297027,0.12452031542401837,0.7429534491880933,550.3111786223461,11.434093868187823,5592321.000000257,7.816053190036337,0.01830659647818559,0.13530187167288407,0.7936292539516475,674.584351168686,13.282565565131291,5592321.000000282,7.929096832968615,0.015714406331935202,0.1253571152026689,0.7471678019864749
15.JPG,Gilt Head Bream,581.9525243168143,12.052323606607438,5592321.000001397,7.85347018043871,0.019241582112539575,0.13871402997728663,0.813565386262759,781.5048980097856,14.692448384896982,5592321.00000044,7.986337225252213,0.015289431452287658,0.12365044056649235,0.7500218378349326,615.3163711327388,12.544748589497155,5592321.0000003455,7.873398493033814,0.01805268280540673,0.13436027242234488,0.8031563700449513,758.6993148986169,14.617319734639652,5592321.0000003,7.989706722909359,0.01520012656631864,0.12328879335251294,0.7572997050721687
16.JPG,Gilt Head Bream,728.7706808707753,13.112968967114005,5527041.000001313,7.708332083103844,0.0324857001040349,0.18023789863409664,0.8051771993574522,1033.7528675057224,17.001116002231853,5527041.000000281,7.918172797654293,0.024656766329464022,0.1570247315853908,0.7238729324746259,842.9426033851965,14.549088598177075,5527041.00000028,7.797645938181371,0.029679793235676526,0.17227824365158975,0.7749348147296429,1016.7638415276798,16.88446276892532,5527041.000000271,7.912913944489735,0.024582996190758676,0.15678965587932986,0.728403794400825
17.JPG,Gilt Head Bream,701.03368843601,13.026308476146026,5592321.000001346,7.945944610961691,0.02280485486000014,0.15101276389762602,0.7967687166008124,928.279202058397,15.910983321966757,5592321.000000347,8.090696157441604,0.01851136429425554,0.13605647465025522,0.7314571799657936,750.3156581313077,13.566169632339328,5592321.000000342,7.96787578811812,0.02212592606798845,0.148747860717351,0.7827821177452323,913.0730051459983,15.729648459296918,5592321.000000358,8.082482080713715,0.018959853136084025,0.13769478253036324,0.7358547488329873
18.JPG,Gilt Head Bream,818.4165817508186,13.823776439709167,5592321.000001368,7.525782986322408,0.04235064459747889,0.20579272241135957,0.7955533140508525,1109.5760431520805,17.37076074152152,5592321.000000251,7.698623448286371,0.03400460628265783,0.18440337926040787,0.7229499634457744,870.310171120338,14.395297290594623,5592321.000000266,7.553158675705277,0.04063325318509455,0.20157691630019187,0.7828471743158264,1114.3117521235017,17.400009300018752,5592321.000000255,7.6896031984642,0.03347162033696654,0.1829525084194435,0.7217609550768431
19.JPG,Gilt Head Bream,575.5984406361014,12.006438165816963,5592321.00000137,7.903405348592079,0.02045115185194064,0.14300752375990797,0.8162703536142458,798.7374294748502,14.924297848595774,5592321.000000463,8.058555407570594,0.016350044786235956,0.1278672936533653,0.7453347166965167,637.3215636431224,12.64619629239266,5592321.000000439,7.93192816893121,0.019586376108548433,0.13995133478659086,0.7967477540832325,769.8978082956039,14.653372806745635,5592321.000000456,8.049706859597624,0.016586860999374935,0.12878998796247687,0.7545265028703445
2.JPG,Gilt Head Bream,421.2203026092316,9.667114404816413,5592321.0000011325,7.1586561511747595,0.025040212002763275,0.15824099343331763,0.8881129087645512,606.0145080290087,12.566650133300312,5592321.000000346,7.32930292211653,0.018964194951451734,0.13771054771313537,0.8393071367111254,477.2493644987185,10.641143282286656,5592321.000000304,7.222239780405756,0.023265587253628834,0.1525306108741089,0.8735958027687628,641.0504836009607,12.924282348564814,5592321.0000003325,7.339210284013922,0.018411989769758216,0.13569078734298146,0.83001708612021
20.JPG,Gilt Head Bream,834.9587308939351,13.927728886829861,5592321.000001342,7.432005307923472,0.04407622925971786,0.20994339537055662,0.8112097437776621,1204.6227137454355,18.14140678281348,5592321.00000031,7.62204453693937,0.03373925966727298,0.18368249689960386,0.7276759098613551,963.131579763145,15.24014198028398,5592321.000000319,7.494293533819896,0.04047133232603671,0.20117487995780364,0.7825193296974111,1205.0476935953823,18.162300824601704,5592321.000000318,7.617919672441906,0.03344296584509878,0.1828741803675379,0.7275789350672606
21.png,Gilt Head Bream,502.3666666666708,9.580376717615785,5592321.000001135,7.216408764717796,0.028278591466835222,0.16816239611409925,0.9122873378722212,850.873054746098,13.545818091636136,5592321.000000231,7.4798975194415185,0.02194210789546669,0.1481286869430317,0.8510859446737193,698.5782441564767,11.335420670841234,5592321.000000221,7.318815352603243,0.026255025156368426,0.16203402468731198,0.8779265275451363,883.2391189782193,13.826074152148287,5592321.000000257,7.459590082622367,0.021776229382328163,0.14756771117804926,0.84541926869338
22.JPG,Gilt Head Bream,636.6218310946457,11.648293963254027,5592321.000001361,7.344397357177774,0.030398858048775453,0.17435268294114506,0.8797329911795706,970.5106950213763,15.315580631161364,5592321.00000039,7.524451080864724,0.02368227936127007,0.15389047846202203,0.8161640230102877,730.8815332630635,12.008261516523161,5592321.000000301,7.3060857160544685,0.02946106984190914,0.17164227288727313,0.8618385301319491,922.7943610887104,14.876697253394415,5592321.000000392,7.493819879439491,0.024439699586197936,0.15633201715003212,0.8252046746055044
23.JPG,Gilt Head Bream,659.1265555040916,10.968087077350008,5592321.000001257,7.1307238542478855,0.03390683638729296,0.18413809053884794,0.8712462445096414,1042.6077562155028,14.953530907062005,5592321.000000453,7.311011343583735,0.027045001308519657,0.16445364486237346,0.7961392643764669,769.6409107818129,11.460366420732965,5592321.000000369,7.069216647886793,0.033338777051719504,0.1825890934632173,0.8497308806501739,935.8496961993917,13.964644429288889,5592321.000000418,7.263806350193912,0.02850350627153371,0.16882981452200232,0.8170156543870469
24.JPG,Gilt Head Bream,293.5540064844842,8.938042303535497,5592321.000001096,8.20039392660462,0.005061379526834495,0.07114337303526236,0.9021083565764473,418.8725432450777,10.729446958893758,5592321.000000418,8.307833378604384,0.004007931399209816,0.06330822536771834,0.8601521025095679,308.9900954801833,8.789587079174181,5592321.000000347,8.132072396984153,0.005024223716374999,0.07088175869978819,0.8966275557396509,398.7660735321373,10.492497984995785,5592321.000000423,8.28727656971341,0.004064756877886548,0.06375544586846325,0.8668611613949034
25.JPG,Gilt Head Bream,542.6373938551751,9.742627759764728,5592321.000001229,7.167747638402533,0.025745931572603034,0.1604553881071092,0.9111944740951932,960.6301847603567,14.08380866761741,5592321.000000344,7.4329814504804705,0.019689032701424608,0.14031761365354176,0.8424060670075602,737.499007998006,11.073532147064338,5592321.000000271,7.216195334237742,0.023747990401614367,0.1541038299381763,0.8792405012930459,951.1702833405524,13.898815797631652,5592321.000000344,7.389941063148492,0.019913591430658666,0.14111552512271167,0.8439576462604347
26.JPG,Gilt Head Bream,852.5721939169373,12.241176470587646,5592321.000001321,6.863744583844629,0.04304832477023169,0.20748090218193985,0.8724409197761303,1295.150396800801,16.466039432078848,5592321.000000351,7.0780072345138825,0.03613215203133239,0.19008459177779874,0.8058996395407872,983.7627100254044,13.132292764585358,5592321.000000266,6.904879268555922,0.04180682170961472,0.2044671653581932,0.8527736956057439,1312.397932295879,16.735150970301845,5592321.000000337,7.070120695140269,0.03575565138683138,0.18909164811495874,0.8033152033326308
27.JPG,Gilt Head Bream,625.2672996757732,11.425366682105341,5592321.000001391,7.441792390908011,0.03485755560899243,0.18670178255440528,0.8837796971009205,1036.5391530782927,15.85743071486137,5592321.000000416,7.682515703495904,0.026979260957558378,0.16425364823211197,0.8064110849159031,811.2720720441336,12.937860375720788,5592321.000000358,7.515131773593294,0.03248352315183156,0.18023185942510708,0.8485701273707511,1084.9043958087896,16.275125550251026,5592321.000000438,7.683749296946387,0.02641265909740298,0.16251971910326138,0.7973834012497425
28.JPG,Gilt Head Bream,759.1688281611808,11.759348463794328,5592321.0000013,6.854681097107631,0.04577988730755858,0.2139623502104017,0.8545076665588133,1163.5570866141682,15.77170004340021,5592321.000000456,7.046105737600158,0.03734716576863322,0.19325414812788164,0.7768021999588693,876.766926033851,12.30964411928838,5592321.000000357,6.835619759841864,0.044629376369696806,0.21125665994163784,0.8320463165670164,1193.0223045446107,16.17625085250193,5592321.000000435,7.032777638485073,0.036236859766788414,0.19035981657584253,0.7711491039397486
29.JPG,Gilt Head Bream,505.91533117184144,9.635788173536644,5592321.000001133,7.22479067942106,0.027951101972948037,0.16718583065842643,0.9116147117412776,850.4043958087689,13.54963109926208,5592321.000000264,7.486663012966396,0.02176935351994979,0.14754441202549756,0.8510778265516026,697.7992280984424,11.329050158100205,5592321.000000224,7.325032221308025,0.02607628012313904,0.16148151635137392,0.8779893255982287,885.3546717093323,13.85860871721739,5592321.000000268,7.466366025795287,0.021525190312297767,0.1467146560923542,0.8449551417590568
3.JPG,Gilt Head Bream,711.3855797437161,12.895908599660025,5592321.000001331,7.831760296303278,0.020508785269783503,0.14320888683941196,0.7681061323525166,955.329515159018,16.0807396614794,5592321.000000316,8.01988796909217,0.015711488964515213,0.12534547843666005,0.6883514643608665,777.858949717894,13.71467542935079,5592321.000000319,7.886287387052013,0.019125720958054655,0.13829577346417588,0.7464441494298876,921.3845092690158,15.767205034410138,5592321.000000265,8.009165820081945,0.015961726797590628,0.12633972770902518,0.6994081069448764
30.JPG,Gilt Head Bream,466.2327003242221,8.816859657248314,5592321.000000972,7.088760076323715,0.03668819734794076,0.1915416334584749,0.915780079537923,966.6375627751161,14.141654783309583,5592321.000000211,7.385415687511328,0.027387400010863452,0.16549138953692863,0.8248910137527018,797.4108283216505,11.718534937069895,5592321.00000013,7.200205868573072,0.032354686892239394,0.1798740862165515,0.8557561399582276,930.8304141608219,13.679443858887742,5592321.000000138,7.331969494280026,0.02800594004452122,0.16734975364344346,0.8313771298272777
31.JPG,Gilt Head Bream,529.298023776442,9.861556276053083,5592321.000001233,7.278253037616637,0.024545552082263205,0.15667020164110088,0.9040224080772032,957.100316200617,14.326213652427374,5592321.000000322,7.5390690882083495,0.018583633585207666,0.13632180157703194,0.8260020936576746,783.046546593077,11.869319238638608,5592321.000000255,7.36163684565236,0.022277178583123086,0.1492554139156201,0.8579049811049981,968.0708351416602,14.311798623597385,5592321.000000309,7.504897921175339,0.018577268616497868,0.1362984541970226,0.8239996673299768
